iter	MultiClass
272	0.0007833681409
273	0.0007826249183
274	0.0007824851337
275	0.0007807764072
276	0.0007788722207
277	0.0007781430151
278	0.000777736563
279	0.0007774664582
280	0.0007759551233
281	0.0007753440868
282	0.0007752003612
283	0.0007749250579
284	0.0007738949314
285	0.0007726366134
286	0.0007723560185
287	0.0007721460202
288	0.0007711590695
289	0.0007699874648
290	0.0007698437043
291	0.0007677510805
292	0.0007643598169
293	0.0007623383863
294	0.0007601125988
295	0.0007594020492
296	0.0007592118378
297	0.0007591104039
298	0.0007588959199
299	0.0007583863198
300	0.0007578797487
301	0.0007555073723
302	0.0007554032257
303	0.0007486875446
304	0.0007485612331
305	0.0007484585116
306	0.0007461013284
307	0.0007460086891
308	0.0007454809373
309	0.0007444875349
310	0.0007436116017
311	0.0007433757977
312	0.0007433032103
313	0.0007431758829
314	0.0007431097413
315	0.0007417305334
316	0.0007416655
317	0.0007411633247
318	0.0007411034437
319	0.0007410479536
320	0.0007402797251
321	0.0007386280629
322	0.0007384500533
323	0.0007372334225
324	0.0007355393251
325	0.0007352345222
326	0.0007339101472
327	0.0007317938248
328	0.0007300245602
329	0.0007298729119
330	0.0007298148831
331	0.0007266344575
332	0.0007253509455
333	0.0007252305559
334	0.0007250495463
335	0.0007244434956
336	0.0007235301254
337	0.000722526631
338	0.0007183340678
339	0.0007179365149
340	0.0007178353361
341	0.0007175962185
342	0.0007168389758
343	0.0007158539658
344	0.0007152848199
345	0.0007152196787
346	0.0007150047493
347	0.0007147969183
348	0.0007139881125
349	0.0007139348294
350	0.0007095522054
351	0.0007067974581
352	0.0007065953817
353	0.0007063035323
354	0.0007062170021
355	0.0007061641978
356	0.0007061202116
357	0.0007056913352
358	0.0007048820909
359	0.0007046975618
360	0.0007046452036
361	0.0007046086435
362	0.0007045764546
363	0.0007038275054
364	0.0007037105965
365	0.0007034910514
366	0.0007021186622
367	0.0007005422061
368	0.0006963074542
369	0.0006956475119
370	0.0006955642064
371	0.000694556365
372	0.0006931879579
373	0.0006931142818
374	0.0006918787576
375	0.0006916983312
376	0.0006914900224
377	0.0006914552776
378	0.0006913231337
379	0.0006912952476
380	0.0006911754937
381	0.0006897362998
382	0.0006891628184
383	0.0006891381669
384	0.0006880921312
385	0.0006870626727
386	0.0006866057347
387	0.0006865597018
388	0.000685106897
389	0.000684228463
390	0.0006840130258
391	0.0006839835719
392	0.0006825534125
393	0.0006812360282
394	0.0006811428086
395	0.0006810441472
396	0.0006807533773
397	0.000680131549
398	0.0006800981297
399	0.0006800661049
400	0.000680038237
401	0.0006793524878
402	0.000679156174
403	0.0006787341262
404	0.0006779939591
405	0.0006777453083
406	0.0006776685728
407	0.0006770740354
408	0.0006758432764
409	0.0006758144837
410	0.00067569548
411	0.0006754698269
412	0.0006749765847
413	0.0006748846725
414	0.000674330048
415	0.0006742410732
416	0.0006740209605
417	0.0006732299353
418	0.0006732036189
419	0.0006731797216
420	0.0006719457504
421	0.0006702782312
422	0.000670180654
423	0.0006701471048
424	0.0006701195532
425	0.0006700980225
426	0.0006697570763
427	0.0006697253294
428	0.0006693222011
429	0.0006681177395
430	0.000667998789
431	0.0006671555926
432	0.0006665555232
433	0.0006664943238
434	0.000666428496
435	0.0006630450472
436	0.0006629601538
437	0.0006629234186
438	0.0006628946521
439	0.0006628076569
440	0.0006621123872
441	0.0006620700476
442	0.0006620172648
443	0.0006619934452
444	0.0006618669944
445	0.0006617316533
446	0.0006617133482
447	0.0006610859897
448	0.0006609133524
449	0.0006608933514
450	0.0006606949108
451	0.0006595704149
452	0.0006595533643
453	0.0006592557513
454	0.0006565299672
455	0.0006558005898
456	0.0006550168584
457	0.000653423481
458	0.0006532714885
459	0.0006525826249
460	0.0006516518361
461	0.0006516195866
462	0.0006513315135
463	0.0006511119718
464	0.0006503657022
465	0.0006500452585
466	0.000650023291
467	0.0006499410447
468	0.0006489468718
469	0.0006488260593
470	0.0006487832834
471	0.0006487228242
472	0.000648245916
473	0.0006480984821
474	0.0006456389899
475	0.0006456128122
476	0.0006453895811
477	0.0006452710818
478	0.0006448539683
479	0.0006447484254
480	0.0006447324828
481	0.0006447179765
482	0.0006438293583
483	0.0006437065097
484	0.0006436726384
485	0.000643612991
486	0.0006435987903
487	0.0006435819111
488	0.0006433071971
489	0.0006432929656
490	0.0006429060571
491	0.000642591441
492	0.0006425780826
493	0.0006425451658
494	0.000642533102
495	0.0006422808913
496	0.0006422687494
497	0.0006418880137
498	0.000641875673
499	0.0006416724929
